ema_fast,ema_slow,atr_min,k_sl,k_tp,atr_pct_min,min_trend_strength,trades,win_rate,avg_r,total_return_pct,max_dd_pct,profit_factor,score
50,200,10.0,2.0,2.5,0.3,0.0,141,48.93617021276596,0.10106382978723343,28.299263077802237,19.74645324457762,1.1572720626294797,70.13196434410091
50,200,10.0,2.0,2.5,0.3,0.005,97,49.48453608247423,0.11340206185566844,21.569112931231828,15.304509872227545,1.1830871786745099,69.74006721047343
50,200,5.0,1.5,2.5,0.5,0.005,106,42.45283018867924,0.1320754716981155,27.5294179053337,17.257760422521137,1.1776022150729495,67.7203573879249
50,200,5.0,1.5,2.5,0.3,0.005,131,41.98473282442748,0.11959287531806703,30.73922431358298,20.744188161923745,1.1567007799473785,62.21396132555341
50,200,5.0,2.0,2.5,0.5,0.005,92,48.91304347826087,0.10054347826086843,17.543738706766334,14.540854381659592,1.1566945442980825,59.01425264375491
50,200,10.0,1.5,2.5,0.0,0.005,122,41.80327868852459,0.11475409836065766,26.85680497104204,20.34918494517999,1.1480731826687496,55.17186589597299
50,200,10.0,2.0,2.5,0.0,0.005,107,48.598130841121495,0.09345794392523243,18.870793962876608,17.92473017645738,1.1449148956038986,51.16313077271518
50,200,10.0,2.0,3.0,0.0,0.0,124,44.354838709677416,0.10887096774193505,26.08011073039136,22.95123766956728,1.1517750429105522,50.40160019391433
50,200,10.0,2.0,2.5,0.0,0.0,152,48.026315789473685,0.08059210526315741,22.94253203958705,21.879285000476106,1.1178154331876902,50.360205496630655
50,200,10.0,1.5,4.0,0.3,0.0,120,31.666666666666664,0.16111111111111134,37.416748092513295,23.75467907869531,1.1559721634724047,49.87917056976428
50,200,10.0,1.5,4.0,0.0,0.0,126,31.746031746031743,0.16402116402116443,40.62923863513728,25.923009960311095,1.1567308301826116,49.75568429371882
50,200,10.0,1.0,3.0,0.3,0.0,187,28.87700534759358,0.1550802139037424,58.3378674452284,34.32347584511828,1.1423740449694717,49.08077835079352
50,200,10.0,2.0,3.0,0.3,0.0,115,44.34782608695652,0.10869565217391258,23.92739029823876,22.836309513377966,1.1516446527607342,46.46669125934702
50,200,10.0,1.5,2.5,0.3,0.005,113,41.5929203539823,0.1091445427728634,23.0896775772673,20.74418816192372,1.1388963474965945,46.29571969623658
50,200,10.0,1.5,3.0,0.0,0.0,153,37.254901960784316,0.11764705882352951,34.46325077146595,28.557341236614057,1.1252232615826918,44.95954361096953
50,200,10.0,1.0,4.0,0.5,0.0,135,23.703703703703706,0.18518518518518295,46.50281578380604,25.213850009975914,1.1651786244529405,43.71759831565316
50,200,5.0,2.0,2.5,0.3,0.005,108,48.148148148148145,0.08333333333333194,16.493378083619035,18.29210931172257,1.1238973322375043,43.41356143791414
50,200,5.0,2.0,3.0,0.5,0.0,124,43.54838709677419,0.08870967741935497,19.959717005615207,20.40284622484697,1.1104627646582241,42.602560099877294
50,200,5.0,1.5,4.0,0.3,0.0,147,30.612244897959183,0.12244897959183611,31.98420963889661,25.712592259062127,1.1076746094810286,38.07894779603536
50,200,10.0,1.0,2.5,0.5,0.0,177,31.63841807909605,0.10734463276836005,33.338604853079175,28.527280833315572,1.1023859253474637,36.974457000601134
50,200,5.0,2.0,2.5,0.0,0.005,126,47.61904761904761,0.07142857142857037,15.971939206884667,20.819902395796262,1.1031186922815577,36.53084050070958
50,200,10.0,1.0,3.0,0.0,0.0,212,28.30188679245283,0.13207547169811157,53.00845191843866,41.186515847498214,1.1131038895863439,36.42549446993242
50,200,10.0,1.0,2.5,0.3,0.0,207,31.88405797101449,0.11594202898550601,45.0008043142994,39.67745219976651,1.1106508510142783,36.16180409658068
50,200,5.0,2.0,3.0,0.0,0.005,101,43.56435643564357,0.08910891089108738,16.071127061062242,20.013099450671966,1.1245628655485123,34.98350214749593
50,200,10.0,2.0,4.0,0.3,0.0,99,37.37373737373738,0.12121212121212134,21.969220140723465,23.82316765426637,1.1410578674713137,34.46526825319885
